participant,start_time,end_time,duration,reps,exercise,pose_valid,pose_frames,joint_00_range,joint_00_speed_mean,joint_00_speed_std,joint_00_speed_max,joint_01_range,joint_01_speed_mean,joint_01_speed_std,joint_01_speed_max,joint_02_range,joint_02_speed_mean,joint_02_speed_std,joint_02_speed_max,joint_03_range,joint_03_speed_mean,joint_03_speed_std,joint_03_speed_max,joint_04_range,joint_04_speed_mean,joint_04_speed_std,joint_04_speed_max,joint_05_range,joint_05_speed_mean,joint_05_speed_std,joint_05_speed_max,joint_06_range,joint_06_speed_mean,joint_06_speed_std,joint_06_speed_max,joint_07_range,joint_07_speed_mean,joint_07_speed_std,joint_07_speed_max,joint_08_range,joint_08_speed_mean,joint_08_speed_std,joint_08_speed_max,joint_09_range,joint_09_speed_mean,joint_09_speed_std,joint_09_speed_max,joint_10_range,joint_10_speed_mean,joint_10_speed_std,joint_10_speed_max,joint_11_range,joint_11_speed_mean,joint_11_speed_std,joint_11_speed_max,joint_12_range,joint_12_speed_mean,joint_12_speed_std,joint_12_speed_max,joint_13_range,joint_13_speed_mean,joint_13_speed_std,joint_13_speed_max,joint_14_range,joint_14_speed_mean,joint_14_speed_std,joint_14_speed_max,joint_15_range,joint_15_speed_mean,joint_15_speed_std,joint_15_speed_max,joint_16_range,joint_16_speed_mean,joint_16_speed_std,joint_16_speed_max,joint_17_range,joint_17_speed_mean,joint_17_speed_std,joint_17_speed_max,pose_movement_mean,pose_movement_std,pose_movement_max,pose_range_mean,pose_range_std,pose_range_max,pose_stability_proxy,pose_stability_std,pose_stability_max
w00,4040,4500,460,10,squats,1,460,795.0113206741147,1.7320508075688776,4.440892098500626e-16,1.7320508075688772,550.4647116659943,4.221279700407533,5.643099895245396,40.942951740567445,661.1030802399629,6.048919344359746,6.297007954811425,42.18950468015338,777.5560958949106,8.815507095381845,8.481022377556666,55.36312691536364,732.3879508529009,8.48527807309629,10.299015877749662,88.86597248855438,608.8390682008771,5.667429599819616,6.039546299219015,45.39320193282463,800.3827003308603,9.761330026377378,8.74071047365949,52.9716718614702,758.388238510515,9.409429601830338,10.048792696536884,110.2273538860993,867.1423013975307,7.1520904882721945,8.161333132386215,62.20912205014418,1329.7100480383633,10.18553834035531,11.972489292333064,84.58006590927783,1462.3051629141926,11.133489989476503,13.199303414268526,89.79774754444273,1496.9822660661594,11.821803269152223,13.66489951911648,90.06928737614723,1299.6991846739168,10.4335984563931,11.700302371724964,83.87002065832918,1447.2754855573417,15.475469962580268,15.767655594003132,104.99584342050382,1744.534857514557,22.12517207882468,22.269069196399617,123.73195144687676,1296.0840479527246,10.310979153757533,12.153332579890666,86.91728300491678,1620.763374109758,15.875352955802446,16.38233768646945,106.95593858730814,2004.1618921877189,22.578275832965527,24.086850366284352,120.25504033422396,10.624055265356745,13.800021716073072,123.73195144687676,1125.1550992656892,432.1760978257391,2004.1618921877189,7.16458750608942,7.958130617215287,60.96215565950221
w00,5435,5928,493,10,squats,1,493,852.1689973238877,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,494.3146413571047,2.4273756337297443,3.896269422920452,41.02640681248592,484.6989401069757,3.499419319164968,4.370438306161875,42.69813390749164,578.6046564994348,5.294829993344322,5.046217997784021,40.93614850037368,514.6885159836171,5.763314833054615,6.431960489884246,54.40496040689361,617.9411529066407,3.6282742246818462,4.665129109681525,39.8361595936007,845.637327204914,5.469188752157249,6.334379952084521,46.43601205290692,656.0452750717899,5.763665177493135,7.821461706075365,58.72487852798,812.2644176764279,4.32509732540748,6.4907387551673885,41.04013788514006,1197.0854867159037,6.57481691774843,10.003885633070931,72.0360183119285,1296.1601161330634,7.485317341339955,10.90258060577893,83.38207732740426,1352.846640736259,7.939169314681504,11.602406849308224,88.92498087922351,1231.7221745397098,6.62329679380489,9.823033592383345,70.45761732592945,1352.129266224374,7.752166790614567,10.352211356032363,57.69917161103364,1430.250747288579,9.185201202064384,12.930311421518542,164.6745989659535,1150.4649096035862,7.018425516881221,9.743938328193252,70.56084613164694,1177.1998957915237,7.581111426373238,9.65115067191861,63.933856738188,1447.0760989039536,8.404030403651976,11.61932405585392,75.47449914162861,5.9148195429868,8.78590968252982,164.6745989659535,971.7388477815416,344.234630027077,1447.0760989039536,4.242137761845562,5.990365529938691,39.65437078295474
w00,7200,7685,485,10,squats,1,485,838.3125908633366,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,711.8277069830845,7.173298171924596,6.263560969229664,53.16922242457285,866.6452377215037,15.475302823054852,14.798612797708186,118.14303925723364,798.4026622412035,29.471142235678496,37.08465789165505,350.4972922974604,1108.2922882884448,28.615045560186445,30.110802163836905,271.7867052577123,754.4719885403501,12.531850246701776,11.903741401458484,96.90888116735796,944.9086442355052,34.26618487871655,43.47695490727381,342.4118312423349,1335.333814749557,37.20269550410748,46.66581531055831,393.4451559372709,1135.203744323611,15.404431654847508,12.128821642970408,90.53591821163606,1418.7277511579275,23.38227780781488,18.657225419743863,116.70220690033588,1432.347687151788,25.53194042143873,20.09250785761424,128.8563108500558,1524.4922991316716,27.875935300954684,22.41724146574168,145.4331981960397,1287.6655382402637,20.281324346891022,17.02748293794651,109.50457505961968,1534.546198831978,26.249577931659783,24.138029376345745,152.1883159805972,1869.795261480432,30.82806683820479,34.11236608987889,217.60869072512205,1543.7891024229273,28.73572813048312,22.5427761269923,126.1776267847822,1611.0515829313222,29.94789750394673,25.636193249112832,189.850051180743,1751.3548179473337,27.82811951143701,22.694632592532244,161.8619313811454,23.47404831531208,27.291300748307105,393.4451559372709,1248.176050957902,354.3970652435319,1869.795261480432,14.174119851260995,11.789555883324953,83.82713080045116
w00,8770,9197,427,11,pushups,1,427,737.8536440243417,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,71.50204993989851,1.97995210878416,1.7635162832732365,10.41747951874106,77.29416195428676,2.253691623504509,1.7886235194156983,11.992114301226854,91.32196754042182,3.249836947418266,2.4180477421208084,14.555894201618912,77.52419199830531,3.865032859534774,2.9247413821448,17.324272903210368,73.9713864388307,2.2084089765371355,1.724930388465557,10.199434502623811,73.47583481949978,3.1837593805265376,2.207548270546652,11.665486391319542,81.53455745203647,3.2360462966297985,2.5949892053229697,14.884949028332258,79.93379002146727,2.3964574192373784,1.8579134636736576,9.814990931669422,85.777231724837,2.501550401789094,2.017914616177454,10.44407754073243,82.17718423115953,2.4925561088885035,1.8873975174103392,9.71451005101762,93.04294415362206,2.7375860519770847,2.050397182346868,11.720048231237438,105.92627420871938,2.695542221568959,2.099364751566607,13.488815222445666,182.89713368843636,4.197521765245722,4.387337397059076,49.40327239512669,209.5075911120149,4.217224732638151,3.2562986098489697,19.21213146289258,77.51039918155489,2.565255413019499,2.016743931491332,11.695246723426896,113.42795554714772,3.1237252551361103,2.229248030768845,14.53206682975893,140.94924026508497,3.3390269976381983,2.6896606164098777,23.16736759016183,2.8875125204245973,2.470769310838451,49.40327239512669,136.42375212787027,150.7094152199821,737.8536440243417,2.021300329022665,1.5281826351603751,9.00591466983151
w00,11160,11586,426,10,pushups,1,426,736.1215932167728,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,351.5393719923516,11.53966199045013,13.91851973636482,69.50252598461032,359.65637881985504,12.158501143088642,13.894933688092026,70.39476698178224,407.4704690032213,14.559625132978896,13.498870515693886,75.86244760515896,453.52340325550057,15.416299202808146,13.980313394495797,78.16747693703691,349.91431324934547,11.668862421771031,13.480111334433698,68.73180343430184,427.7011755738512,14.69144552232525,13.567999098558577,75.52417277647272,437.2244126913844,15.211802283651782,14.213692568874109,79.08591949520066,388.0668465717739,12.88826976318464,12.843214197010246,65.93919120500576,503.1204062951762,14.272841525244193,12.528086374492226,65.18255200319172,516.2552243031382,13.725264991981575,11.623570076391156,60.35035920082438,552.581819291004,14.849338223983374,12.65744218591234,65.70547316618256,477.7009234268551,13.91864434877384,12.204296143963152,63.80404580483913,581.5976920979098,12.844312102607711,8.908036084003617,48.80389322146141,959.3851481442124,15.432948732207514,11.42417051409425,75.86538533065303,507.5950149365556,14.391958855158942,12.470388513335202,66.0688145774113,635.8633003728787,14.240638796004282,9.998634145610003,50.554150248667234,968.6138492581764,15.619332826865682,11.191310744854054,100.10007846485388,13.28676659281414,12.600442061745358,100.10007846485388,534.1072968055535,181.1751161641562,968.6138492581764,10.560350782513668,9.543964585948636,51.378744402394254
w00,13620,14000,380,10,pushups,1,380,656.4472560686045,1.7320508075688772,0.0,1.7320508075688772,361.6832388804143,12.402920820185974,11.878299014055562,44.92818641981078,369.7111929092118,12.855827205064683,11.947416611088654,45.374554730415575,387.9417029596082,14.11076655725196,11.904875935302844,48.03608022803312,410.3702898961959,15.05686626722599,12.1200130950614,50.66084773828858,355.22196582457934,12.361304772931636,11.53081278925368,44.482389218397465,386.3536690666222,14.281664540417994,12.008832876496626,48.99768685631144,404.7911744394313,14.734884978458323,12.46598527447292,50.74127803942058,366.6621024295212,13.069140077128452,11.097365402345718,42.82097988730956,374.9945012794868,13.942373693801896,10.64672532483458,41.25193463957634,349.23974252640494,13.37527549734604,9.703816906197623,38.00401228071523,384.8601006724032,14.50042305972646,10.494249834140064,40.68904385790477,367.6100514320207,13.6897895138805,10.46922252539424,41.15376075037488,233.9473112601638,11.669994725696505,7.316743625101095,43.83702325047412,308.8477812386435,13.349133908604168,8.679371667769354,44.6409601448811,373.119071389562,13.876296056937246,10.570788386186711,41.279461768848805,262.50449437295424,12.74528058848374,7.358947055162935,44.70688048238075,322.1045446138904,13.261264594922986,8.249054947557921,41.42558537955955,12.83418098142408,10.70349282124118,50.74127803942058,370.9116772922066,82.51490422522487,656.4472560686045,10.346115967683968,8.234250389247626,33.73699981893067
w00,15034,15545,511,10,dumbbell_shoulder_press,1,511,883.3459118601274,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,4.395424894137073,0.0603859775762452,0.3220773326733289,2.620059732143514,13.231918938158612,0.5633270399043918,0.7564900416009671,3.622779522477222,48.904687013047976,2.5762047151023677,3.052106003686044,12.510516455362676,51.22175045315394,2.3802373796663043,2.735385034714115,12.244984928874034,11.360248684716444,0.5678183840845513,0.7672245983035205,3.622342183031424,58.50961061334664,2.617906176160752,3.169177726836641,15.515827897512802,48.60218604319503,2.661309827403445,2.987927773239316,13.876522054985571,40.45061708109355,1.710092551311515,1.927348175591844,11.924687687810652,60.25786448761067,2.747860605551322,3.191960002338911,17.475182922488713,61.9674488519037,2.944721643023597,3.3486680283958066,19.5268930022236,64.61468390097372,2.958780446659279,3.348537832701727,20.141175311566894,56.79856030812167,2.5891507492433954,2.9980789389668305,17.113212788501777,107.1292832597662,2.965141030197753,3.558241394847218,25.44835691901261,241.52328890117445,3.523126431105497,4.923816608019132,40.62724998202871,63.81388297599105,2.8343941131351333,3.177734858362028,16.64697568609543,76.47726692409928,3.3043002485370665,3.3830730417608903,18.849497080964667,76.14578248900149,3.212175221492812,3.400451189688664,19.080446700254274,2.3304990748735723,3.069221141323406,40.62724998202871,109.37502320442329,194.0976167703648,883.3459118601274,1.8580175158845853,2.038193831354796,10.676476630616158
w00,17570,18127,557,10,dumbbell_shoulder_press,1,557,963.0202490082958,1.732050807568877,2.220446049250313e-16,1.7320508075688772,489.2186809591624,6.950075668505907,7.100125749456369,56.88075185717093,626.019587504472,9.008472861861296,7.614564486872464,67.20924084368188,801.0031029584595,11.023384459452362,9.228307372041716,103.10110485164488,853.5114731222062,13.365536580494584,11.63505461293313,78.08404763937074,616.9998517384811,9.068695810555194,7.927109951971809,65.69940059914741,767.0606100004175,12.216334874331436,12.861990164093475,179.44785009368414,896.4960909949882,13.801413175841292,14.53756366157985,182.03096817123048,760.534133911993,11.88759095832416,11.528564002071612,72.60822211814795,1187.3564846981149,16.75802363967486,16.23226297017035,104.85471339257197,1377.9323872944444,18.45999305485528,17.410288613536316,112.33175790330073,1438.3875286072516,19.28869341501981,17.81744856462419,115.4611284021464,1183.1460277975918,17.21525860384549,16.05831431401395,94.7492857682599,1392.681800702819,20.57296775824602,19.04338618299412,148.67552455014498,1454.784171853159,22.625070877479548,22.768234589662807,217.691900816788,1227.8583057358735,16.980655954098413,16.00983767888512,112.39967146936148,1328.7689282798676,19.674417748216328,21.2904053180546,222.93247800823485,1455.4144201817423,21.407159482795425,24.533719177138337,289.37470748009207,14.557544207287016,16.2891668865643,289.37470748009207,1045.5663241860746,318.58353685197744,1455.4144201817423,10.737760130764176,10.58262864775326,71.00633143221368
w00,20482,20908,426,9,dumbbell_shoulder_press,1,426,736.1215932167728,1.7320508075688774,2.220446049250313e-16,1.7320508075688772,146.52466513078565,2.360924097602886,2.182993385725116,19.95233867028961,171.81978479382795,3.1177708572335927,2.5916410145828315,25.14173815669941,174.99011663413245,4.514964971628412,4.218861852288981,28.735614250455374,312.19890671779234,5.403196217120867,6.162010446840012,62.87504186098213,152.26710536614365,2.9028871315087583,2.3511157518926127,16.711544839819172,152.65333878381867,4.475976389820743,3.832738818330759,26.787636035423084,281.93134681638224,5.012727671446632,5.034476738827464,34.53549523541133,191.6975381742641,4.014568756170318,3.2122429364468683,25.94695306620296,248.33444382855916,5.807136253619099,4.544331559774864,26.95415456943233,258.64123669987936,6.430573624630706,5.09552084733081,30.410261168664668,294.68417594834216,6.992118798879002,5.488533104577366,31.448747890072784,220.6246528358544,5.546975756910033,4.142943257051961,24.378921368377277,305.243855002664,7.890924128392878,6.082677539324808,49.14343866264364,533.4293869833541,11.612077301449656,12.250141110070816,88.8798360755407,268.0216324036129,5.814612529014626,4.685794762298631,29.739529683933068,384.577665373966,8.031752597234775,6.364503155268517,45.54716996633413,516.6810053087927,11.117182351327507,10.862047004722472,111.33039420756356,5.709912235642187,6.276162604845528,111.33039420756356,297.2468027788302,153.07418168620694,736.1215932167728,3.7934051311066392,2.8645525978321844,17.811642652726487
w00,22147,22990,843,10,lunges,1,843,1458.3867799729946,1.7320508075688772,0.0,1.7320508075688772,661.1476883667882,6.412639920762252,6.535079536951824,42.33779866810331,785.7321639120238,7.548881962697849,6.632493245824363,46.46783231970869,972.9063023308236,10.02571669669303,8.900274661757171,56.766464390755885,1124.193076581562,12.509589348461098,12.490906393105416,123.71436083389534,766.6441075298449,7.55289970727948,6.993832042438959,47.46979698277091,887.4774507044399,10.954787554754052,9.959241736292457,69.66002607823673,995.1713578492396,14.0389222795376,15.88442514360509,145.60984860037868,962.8834982115932,9.337407649379028,8.54059538672996,50.15887078860882,1389.6313621750935,12.170592527190657,11.289239338857806,71.67061134181469,1546.2408854067785,12.858858947059783,11.75678512265367,74.50925911117952,1620.4043627885237,13.826836656406206,12.368832498262057,82.23369265116047,1349.646885859151,11.93149424004484,11.054567263773512,73.74994765119067,1585.5093326593312,14.422213010164771,14.198165849788673,225.19372171667652,2139.785039895788,17.93361964789919,18.226649902733392,315.3728737162757,1409.8331067092067,12.406097713731732,11.32897078638364,72.32160166155285,1520.757643988254,14.677756382350225,15.446878556438785,221.36408933037865,1793.820659603403,17.356412737443826,17.613865194398414,193.8930901470295,11.53870987719025,12.51058616397588,315.3728737162757,1276.1206502524908,390.991510539724,2139.785039895788,8.015689920587624,7.332837728028512,55.266127646211984
