participant,start_time,end_time,duration,reps,exercise,pose_valid,pose_frames,pose_joint_count,joint_00_range,joint_00_speed_mean,joint_00_speed_std,joint_00_speed_max,joint_01_range,joint_01_speed_mean,joint_01_speed_std,joint_01_speed_max,joint_02_range,joint_02_speed_mean,joint_02_speed_std,joint_02_speed_max,joint_03_range,joint_03_speed_mean,joint_03_speed_std,joint_03_speed_max,joint_04_range,joint_04_speed_mean,joint_04_speed_std,joint_04_speed_max,joint_05_range,joint_05_speed_mean,joint_05_speed_std,joint_05_speed_max,joint_06_range,joint_06_speed_mean,joint_06_speed_std,joint_06_speed_max,joint_07_range,joint_07_speed_mean,joint_07_speed_std,joint_07_speed_max,joint_08_range,joint_08_speed_mean,joint_08_speed_std,joint_08_speed_max,joint_09_range,joint_09_speed_mean,joint_09_speed_std,joint_09_speed_max,joint_10_range,joint_10_speed_mean,joint_10_speed_std,joint_10_speed_max,joint_11_range,joint_11_speed_mean,joint_11_speed_std,joint_11_speed_max,joint_12_range,joint_12_speed_mean,joint_12_speed_std,joint_12_speed_max,joint_13_range,joint_13_speed_mean,joint_13_speed_std,joint_13_speed_max,joint_14_range,joint_14_speed_mean,joint_14_speed_std,joint_14_speed_max,joint_15_range,joint_15_speed_mean,joint_15_speed_std,joint_15_speed_max,joint_16_range,joint_16_speed_mean,joint_16_speed_std,joint_16_speed_max,pose_movement_mean,pose_movement_std,pose_movement_max,pose_range_mean,pose_range_std,pose_range_max,pose_stability_proxy,pose_stability_std,pose_stability_max,sw_l_acc_valid,sw_l_acc_count,sw_l_acc_mag_mean,sw_l_acc_mag_std,sw_l_acc_mag_min,sw_l_acc_mag_max,sw_l_acc_x_mean,sw_l_acc_y_mean,sw_l_acc_z_mean,sw_l_acc_x_std,sw_l_acc_y_std,sw_l_acc_z_std,sw_r_acc_valid,sw_r_acc_count,sw_r_acc_mag_mean,sw_r_acc_mag_std,sw_r_acc_mag_min,sw_r_acc_mag_max,sw_r_acc_x_mean,sw_r_acc_y_mean,sw_r_acc_z_mean,sw_r_acc_x_std,sw_r_acc_y_std,sw_r_acc_z_std,sw_l_gyr_valid,sw_l_gyr_count,sw_l_gyr_mag_mean,sw_l_gyr_mag_std,sw_l_gyr_mag_min,sw_l_gyr_mag_max,sw_l_gyr_x_mean,sw_l_gyr_y_mean,sw_l_gyr_z_mean,sw_l_gyr_x_std,sw_l_gyr_y_std,sw_l_gyr_z_std,sw_r_gyr_valid,sw_r_gyr_count,sw_r_gyr_mag_mean,sw_r_gyr_mag_std,sw_r_gyr_mag_min,sw_r_gyr_mag_max,sw_r_gyr_x_mean,sw_r_gyr_y_mean,sw_r_gyr_z_mean,sw_r_gyr_x_std,sw_r_gyr_y_std,sw_r_gyr_z_std
w00,4040,4500,460,10,squats,1,460,17.0,550.4647116659943,4.221279700407533,5.643099895245396,40.942951740567445,661.1030802399629,6.048919344359746,6.297007954811425,42.18950468015338,777.5560958949106,8.815507095381845,8.481022377556666,55.36312691536364,732.3879508529009,8.48527807309629,10.299015877749662,88.86597248855438,608.8390682008771,5.667429599819616,6.039546299219015,45.39320193282463,800.3827003308603,9.761330026377378,8.74071047365949,52.9716718614702,758.388238510515,9.409429601830338,10.048792696536884,110.2273538860993,867.1423013975307,7.1520904882721945,8.161333132386215,62.20912205014418,1329.7100480383633,10.18553834035531,11.972489292333064,84.58006590927783,1462.3051629141926,11.133489989476503,13.199303414268526,89.79774754444273,1496.9822660661594,11.821803269152223,13.66489951911648,90.06928737614723,1299.6991846739168,10.4335984563931,11.700302371724964,83.87002065832918,1447.2754855573417,15.475469962580268,15.767655594003132,104.99584342050382,1744.534857514557,22.12517207882468,22.269069196399617,123.73195144687676,1296.0840479527246,10.310979153757533,12.153332579890666,86.91728300491678,1620.763374109758,15.875352955802446,16.38233768646945,106.95593858730814,2004.1618921877189,22.578275832965527,24.086850366284352,120.25504033422396,11.147114351108971,14.025632001182432,123.73195144687676,1144.5753215357815,437.0061819100928,2004.1618921877189,7.583185535273818,8.428804606048315,64.60872737288912,1,1549,10.498885575889355,4.623196070682453,1.907501935012872,21.384921375970567,5.661586749104197,-2.511989055496643,7.9041708922337,3.950158941680386,1.6679271080564226,3.5178448963907867,1,1564,10.320502441815636,4.627052202071402,1.6690985175834363,21.826749111889647,-6.127342278454156,-3.101856690695013,6.957492209424553,3.9880575329160814,2.047332931942914,3.5005244665628488,1,1549,1.2211978313841612,0.8424952070403786,0.0528177490672415,3.878390313311444,-0.087485016941898,0.0289334692635248,0.0061496637692705,1.0572175616683712,0.6907204252830415,0.7731688343840327,1,1564,1.2907871924217849,0.8716493345399842,0.0565983389041364,3.661418174540944,-0.0385657102632161,-0.0366171787422634,-0.0611111433264258,1.076159318428379,0.5066386101793131,1.0022673669902853
w00,5435,5928,493,10,squats,1,493,17.0,494.3146413571047,2.4273756337297443,3.896269422920452,41.02640681248592,484.6989401069757,3.499419319164968,4.370438306161875,42.69813390749164,578.6046564994348,5.294829993344322,5.046217997784021,40.93614850037368,514.6885159836171,5.763314833054615,6.431960489884246,54.40496040689361,617.9411529066407,3.6282742246818462,4.665129109681525,39.8361595936007,845.637327204914,5.469188752157249,6.334379952084521,46.43601205290692,656.0452750717899,5.763665177493135,7.821461706075365,58.72487852798,812.2644176764279,4.32509732540748,6.4907387551673885,41.04013788514006,1197.0854867159037,6.57481691774843,10.003885633070931,72.0360183119285,1296.1601161330634,7.485317341339955,10.90258060577893,83.38207732740426,1352.846640736259,7.939169314681504,11.602406849308224,88.92498087922351,1231.7221745397098,6.62329679380489,9.823033592383345,70.45761732592945,1352.129266224374,7.752166790614567,10.352211356032363,57.69917161103364,1430.250747288579,9.185201202064384,12.930311421518542,164.6745989659535,1150.4649096035862,7.018425516881221,9.743938328193252,70.56084613164694,1177.1998957915237,7.581111426373238,9.65115067191861,63.933856738188,1447.0760989039536,8.404030403651976,11.61932405585392,75.47449914162861,6.160864762717266,8.98015805096634,164.6745989659535,978.7723683966974,352.95531320477744,1447.0760989039536,4.486483748657542,6.358485559689138,41.98528142322724,1,1731,10.423421691206968,4.303235047138022,1.516465456191234,21.13924039681853,5.19749976452594,-2.805417527337897,7.74169966090699,3.921032890145362,2.4600855426057278,3.30465533399056,1,1748,10.287871673640897,4.363827284952361,1.3149748583074443,21.20833136017771,-5.760340096029347,-3.722727817915904,6.576829406805721,4.203814594603794,2.5915922771547706,3.193740596064829,1,1732,1.3762372667764422,1.025419115528741,0.0360358586537007,4.795220617690616,-0.0700209302703233,-0.0416707282927251,-0.0620020943091224,1.186895878536335,0.7846505309048172,0.9542701162926578,1,1748,1.387089311126256,1.037200137572924,0.0388701401920674,5.7209679982392805,0.0005569505281636,0.0132216027328375,0.0280629788717448,1.1136005476069828,0.6128580528978628,1.1760684750616357
w00,7200,7685,485,10,squats,1,485,17.0,711.8277069830845,7.173298171924596,6.263560969229664,53.16922242457285,866.6452377215037,15.475302823054852,14.798612797708186,118.14303925723364,798.4026622412035,29.471142235678496,37.08465789165505,350.4972922974604,1108.2922882884448,28.615045560186445,30.110802163836905,271.7867052577123,754.4719885403501,12.531850246701776,11.903741401458484,96.90888116735796,944.9086442355052,34.26618487871655,43.47695490727381,342.4118312423349,1335.333814749557,37.20269550410748,46.66581531055831,393.4451559372709,1135.203744323611,15.404431654847508,12.128821642970408,90.53591821163606,1418.7277511579275,23.38227780781488,18.657225419743863,116.70220690033588,1432.347687151788,25.53194042143873,20.09250785761424,128.8563108500558,1524.4922991316716,27.875935300954684,22.41724146574168,145.4331981960397,1287.6655382402637,20.281324346891022,17.02748293794651,109.50457505961968,1534.546198831978,26.249577931659783,24.138029376345745,152.1883159805972,1869.795261480432,30.82806683820479,34.11236608987889,217.60869072512205,1543.7891024229273,28.73572813048312,22.5427761269923,126.1776267847822,1611.0515829313222,29.94789750394673,25.636193249112832,189.850051180743,1751.3548179473337,27.82811951143701,22.694632592532244,161.8619313811454,24.75298934517932,27.553317884241675,393.4451559372709,1272.2856662575823,350.0320431625336,1869.795261480432,15.009198503534522,12.47937458453266,88.69757494523913,1,1672,10.359495422029209,4.001607521007705,1.283437836309395,20.889378395075767,5.583718974700957,-3.293617540697488,7.4530418313217695,3.5363074011570435,2.176133601130409,2.918443769121629,1,1688,10.232850452206916,4.127098989159187,1.4760531890000677,20.727706248957595,-6.016001294622038,-3.97598514544846,6.351094050373224,3.903430695953048,2.478622277348752,2.8331448535620365,1,1672,1.30979024639556,0.9184350979782256,0.0204799267138556,4.32157535929968,-0.0642679681356459,-0.0037280300726076,0.0084351980339712,1.1082244050227763,0.6354362752000792,0.9606859552010732,1,1688,1.407255282579576,0.9715270267087376,0.028178173548106,4.656650211860433,-0.012667309692891,-0.0318486240088566,-0.0307871302921801,1.188448491108992,0.5765203395532922,1.0850456363941643
w00,8770,9197,427,11,pushups,1,427,17.0,71.50204993989851,1.97995210878416,1.7635162832732365,10.41747951874106,77.29416195428676,2.253691623504509,1.7886235194156983,11.992114301226854,91.32196754042182,3.249836947418266,2.4180477421208084,14.555894201618912,77.52419199830531,3.865032859534774,2.9247413821448,17.324272903210368,73.9713864388307,2.2084089765371355,1.724930388465557,10.199434502623811,73.47583481949978,3.1837593805265376,2.207548270546652,11.665486391319542,81.53455745203647,3.2360462966297985,2.5949892053229697,14.884949028332258,79.93379002146727,2.3964574192373784,1.8579134636736576,9.814990931669422,85.777231724837,2.501550401789094,2.017914616177454,10.44407754073243,82.17718423115953,2.4925561088885035,1.8873975174103392,9.71451005101762,93.04294415362206,2.7375860519770847,2.050397182346868,11.720048231237438,105.92627420871938,2.695542221568959,2.099364751566607,13.488815222445666,182.8971336884364,4.197521765245722,4.387337397059076,49.40327239512669,209.5075911120149,4.217224732638151,3.2562986098489697,19.21213146289258,77.51039918155489,2.565255413019499,2.016743931491332,11.695246723426896,113.42795554714772,3.1237252551361103,2.229248030768845,14.53206682975893,140.94924026508497,3.3390269976381983,2.6896606164098777,23.16736759016183,2.955480856474934,2.525994168790623,49.40327239512669,101.04552319278372,38.99054317965914,209.5075911120149,2.136109672673018,1.6211886673734617,9.50706642433892,1,1468,9.831660282769793,0.6684318177963705,2.5989240396870428,20.580877993246165,-8.919560526430518,-1.2322245503415532,3.4443531092997275,0.6959841381253239,1.3866109943941378,1.3269345770889227,1,1483,9.922309032610716,0.5443274686118547,5.503842050775842,15.72752129995247,8.365146275576533,-2.30929149494673,4.472351137376938,0.7117806364340339,1.3737020309597594,1.0219568831541583,1,1469,0.8467287971270803,0.421151803609086,0.0211609843313112,2.328271596485747,-0.0127878292619469,-0.0073544984936691,-0.0202471181542545,0.3309605779045916,0.6009318057774085,0.6504129420812149,1,1483,0.755568825689504,0.4439742168033376,0.0252210347611866,2.237834812670324,-0.0035450719529602,0.0057002826812542,0.0087851080269116,0.2483373537372868,0.4922368382040906,0.6811068715794257
w00,11160,11586,426,10,pushups,1,426,17.0,351.5393719923516,11.53966199045013,13.91851973636482,69.50252598461032,359.65637881985504,12.158501143088642,13.894933688092026,70.39476698178224,407.4704690032213,14.559625132978896,13.498870515693886,75.86244760515896,453.52340325550057,15.416299202808146,13.980313394495797,78.16747693703691,349.91431324934547,11.668862421771031,13.480111334433698,68.73180343430184,427.7011755738512,14.69144552232525,13.567999098558577,75.52417277647272,437.2244126913844,15.211802283651782,14.213692568874109,79.08591949520066,388.0668465717739,12.88826976318464,12.843214197010246,65.93919120500576,503.1204062951762,14.272841525244193,12.528086374492226,65.18255200319172,516.2552243031382,13.725264991981575,11.623570076391156,60.35035920082438,552.581819291004,14.849338223983374,12.65744218591234,65.70547316618256,477.7009234268551,13.91864434877384,12.204296143963152,63.80404580483913,581.5976920979098,12.844312102607711,8.908036084003617,48.80389322146141,959.3851481442124,15.432948732207514,11.42417051409425,75.86538533065303,507.5950149365556,14.391958855158942,12.470388513335202,66.0688145774113,635.8633003728787,14.240638796004282,9.998634145610003,50.554150248667234,968.6138492581764,15.619332826865682,11.191310744854054,100.10007846485388,13.966455756652095,12.641005755632722,100.10007846485388,522.2241028990112,179.48115711307986,968.6138492581764,11.17843865093632,10.109371093808102,54.4304613553936,1,1466,9.800153406432075,0.4791943416688927,6.829455857108677,12.491890821227322,-9.141678867803549,-1.848347413474284,2.2438082902355387,0.4606294252794564,1.4638482916365096,1.3770426253593442,1,1481,9.888770416866404,0.4140210853251514,7.8320226028067985,11.852298020168082,8.631010353274814,-2.772198836653815,3.5302346859824443,0.5946061721436285,1.3818019584578238,1.0267802188596409,1,1466,0.7172209299903161,0.3843241440362466,0.0265989448556629,2.593786135167397,-0.0182492800630286,-0.0050119263286493,-0.0174767393993178,0.3056157107514295,0.5062656308308355,0.5583381291281726,1,1481,0.6489438382215591,0.3723223503109776,0.0358745645159341,2.122631218553713,-0.0063055466159419,0.0026326083844699,-0.0024778408119513,0.2308145706152614,0.407293876952087,0.5835542299184616
w00,13620,14000,380,10,pushups,1,380,17.0,361.6832388804143,12.402920820185974,11.878299014055562,44.92818641981078,369.7111929092118,12.855827205064683,11.947416611088654,45.374554730415575,387.9417029596082,14.11076655725196,11.904875935302844,48.03608022803312,410.3702898961959,15.05686626722599,12.1200130950614,50.66084773828858,355.22196582457934,12.361304772931636,11.53081278925368,44.482389218397465,386.3536690666222,14.281664540417994,12.008832876496626,48.99768685631144,404.7911744394313,14.734884978458323,12.46598527447292,50.74127803942058,366.6621024295212,13.069140077128452,11.097365402345718,42.82097988730956,374.9945012794868,13.942373693801896,10.64672532483458,41.25193463957634,349.23974252640494,13.37527549734604,9.703816906197623,38.00401228071523,384.8601006724032,14.50042305972646,10.494249834140064,40.68904385790477,367.6100514320207,13.6897895138805,10.46922252539424,41.15376075037488,233.9473112601638,11.669994725696505,7.316743625101095,43.83702325047412,308.8477812386435,13.349133908604168,8.679371667769354,44.6409601448811,373.119071389562,13.876296056937246,10.570788386186711,41.279461768848805,262.50449437295424,12.74528058848374,7.358947055162935,44.70688048238075,322.1045446138904,13.261264594922986,8.249054947557921,41.42558537955955,13.487247462239091,10.65959366530255,50.74127803942058,354.1154667759479,46.16484982498742,410.3702898961959,10.949898945530704,8.725975279133639,35.757519914560184,1,1308,9.789153688443369,0.4191906395059989,7.495076312815794,12.328754424377223,-9.16558265267584,-1.0992645740705658,2.7581196248568043,0.427178880895128,1.2398174484669733,1.2083500298128689,1,1322,9.869935008125582,0.3821322214787874,8.382936143052277,11.827387270721204,8.47078407473525,-2.3348198542208776,4.298940679273827,0.5078774658304106,1.023242052345069,0.7551296080554223,1,1308,0.7367688774113619,0.3600613139463285,0.0527612005267778,2.665998251136932,-0.0096412062807339,-0.0032243216148318,-0.021067370324159,0.2934037776612265,0.5350377561136911,0.5473336899085457,1,1322,0.6220763511239032,0.3361664226784311,0.0197571557271967,2.8004413775468056,-0.0009268501626172,0.0070674801045007,0.0059402815492738,0.2213071092129455,0.3695067201244452,0.5607037562631373
w00,15034,15545,511,10,dumbbell_shoulder_press,1,511,17.0,4.395424894137073,0.0603859775762452,0.3220773326733289,2.620059732143514,13.231918938158612,0.5633270399043918,0.7564900416009671,3.622779522477222,48.904687013047976,2.576204715102368,3.052106003686044,12.510516455362676,51.22175045315394,2.3802373796663043,2.735385034714115,12.244984928874034,11.360248684716444,0.5678183840845513,0.7672245983035205,3.622342183031424,58.50961061334664,2.617906176160752,3.169177726836641,15.515827897512802,48.60218604319503,2.661309827403445,2.987927773239316,13.876522054985571,40.45061708109355,1.710092551311515,1.927348175591844,11.924687687810652,60.25786448761067,2.747860605551322,3.191960002338911,17.475182922488713,61.9674488519037,2.944721643023597,3.3486680283958066,19.5268930022236,64.61468390097372,2.958780446659279,3.348537832701727,20.141175311566894,56.79856030812167,2.5891507492433954,2.9980789389668305,17.113212788501777,107.1292832597662,2.965141030197753,3.558241394847218,25.44835691901261,241.52328890117445,3.523126431105497,4.923816608019132,40.62724998202871,63.81388297599105,2.8343941131351333,3.177734858362028,16.64697568609543,76.47726692409928,3.3043002485370665,3.3830730417608903,18.849497080964667,76.14578248900149,3.212175221492812,3.400451189688664,19.080446700254274,2.36570191412679,3.154669033180563,40.62724998202871,63.8473238717348,50.79478704689294,241.52328890117445,1.947311813631932,2.173452838433131,11.39772435701038,1,1856,10.101446433970828,3.109616751500129,3.6259283743710222,26.53017192940623,9.445618050808193,2.913687201283944,0.0390932751377155,2.9479672450478844,1.7772768749833077,1.4659163272595666,1,1874,9.972343718232729,2.990859280535567,4.888520736468895,29.321094896255268,-9.071378403628604,3.583748136114728,-0.6648492708915155,2.7664905105147155,1.8786168369865537,1.2786813941064512,1,1856,0.54686394903125,0.3032255150798,0.0409051554480855,2.648973107560749,-0.0180192014620689,-0.0241824867469827,-0.0206528982265086,0.3119682924671071,0.3951758644926159,0.3690280285715187,1,1874,0.5529230170958702,0.3515120180714784,0.0113321757805984,4.293967083074404,-2.1798192998927766e-05,0.0256458465400747,0.0079037260016542,0.4302182422368354,0.3666109765892778,0.3302620758872556
w00,17570,18127,557,10,dumbbell_shoulder_press,1,557,17.0,489.2186809591624,6.950075668505907,7.100125749456369,56.88075185717093,626.019587504472,9.008472861861296,7.614564486872464,67.20924084368188,801.0031029584595,11.023384459452362,9.228307372041716,103.10110485164488,853.5114731222062,13.365536580494584,11.63505461293313,78.08404763937074,616.9998517384811,9.068695810555194,7.927109951971809,65.69940059914741,767.0606100004175,12.216334874331436,12.861990164093475,179.44785009368414,896.4960909949882,13.801413175841292,14.53756366157985,182.03096817123048,760.534133911993,11.88759095832416,11.528564002071612,72.60822211814795,1187.3564846981149,16.75802363967486,16.23226297017035,104.85471339257197,1377.9323872944444,18.45999305485528,17.410288613536316,112.33175790330073,1438.3875286072516,19.28869341501981,17.81744856462419,115.4611284021464,1183.1460277975918,17.21525860384549,16.05831431401395,94.7492857682599,1392.681800702819,20.57296775824602,19.04338618299412,148.67552455014498,1454.784171853159,22.625070877479548,22.768234589662807,217.691900816788,1227.8583057358735,16.980655954098413,16.00983767888512,112.39967146936148,1328.7689282798676,19.674417748216328,21.2904053180546,222.93247800823485,1455.4144201817423,21.407159482795425,24.533719177138337,289.37470748009207,15.31198499550573,16.45295590312713,289.37470748009207,1050.4219756671205,327.1718193725834,1455.4144201817423,11.37153482159728,11.20574206376408,75.25908026371563,1,1913,9.998211526718194,3.014888193241105,3.3138019416878364,34.27155319822488,9.348098411029795,3.017017373899634,-0.1123568444578149,2.8373512795222826,1.6217247589324826,1.367943447806696,1,1931,9.8622460110913,2.743140122035576,4.950529381034967,25.921638409030784,-9.04754822732263,3.3914209790366137,-0.6943597268518902,2.6878450094497293,1.5341997928368438,1.1698007096043208,1,1913,0.587936507861435,0.3491281403807607,0.0209483057241534,3.064654977482759,-6.833496874019627e-05,-0.0223232360869838,-0.0195859988308416,0.3698490556367969,0.4183519733668395,0.3935367266436554,1,1931,0.5818276672205551,0.3885137903685249,0.013182980452327,3.907752238310308,0.0176995541416675,0.0340337368989642,0.0102299927891817,0.4362878170251313,0.4092047542158226,0.3606862726468202
w00,20482,20908,426,9,dumbbell_shoulder_press,1,426,17.0,146.52466513078565,2.360924097602886,2.182993385725116,19.95233867028961,171.81978479382795,3.1177708572335927,2.5916410145828315,25.14173815669941,174.99011663413245,4.514964971628412,4.218861852288981,28.735614250455374,312.19890671779234,5.403196217120867,6.162010446840012,62.87504186098213,152.26710536614365,2.9028871315087583,2.3511157518926127,16.711544839819172,152.65333878381867,4.475976389820743,3.832738818330759,26.787636035423084,281.93134681638224,5.012727671446632,5.034476738827464,34.53549523541133,191.6975381742641,4.014568756170318,3.2122429364468683,25.94695306620296,248.3344438285592,5.807136253619099,4.544331559774864,26.95415456943233,258.64123669987936,6.430573624630706,5.09552084733081,30.410261168664668,294.68417594834216,6.992118798879002,5.488533104577366,31.448747890072784,220.6246528358544,5.546975756910033,4.142943257051961,24.37892136837728,305.243855002664,7.890924128392878,6.082677539324808,49.14343866264364,533.4293869833541,11.612077301449656,12.250141110070816,88.8798360755407,268.0216324036129,5.814612529014626,4.685794762298631,29.739529683933068,384.577665373966,8.031752597234775,6.364503155268517,45.54716996633413,516.6810053087927,11.117182351327507,10.862047004722472,111.33039420756356,5.943904084352383,6.381359518038751,111.33039420756356,271.4306386354219,113.19674347579816,533.4293869833541,4.013768163738111,3.036342810587538,18.887220306134164,1,1551,10.161724977020762,3.469875081631916,2.937522687738529,28.324828123494378,9.217332659432625,3.453270871724888,-0.1693391601635074,3.2145596064118944,2.129641234895652,1.8758852627181368,1,1566,9.961769514005834,3.1100183694136234,4.472053055642117,27.91466572822622,-9.041527945913156,3.563778510248404,-0.2736699934197318,2.903574518363404,1.984840115378424,1.4191866363612229,1,1551,0.6449277604086016,0.3644852956243512,0.0503584005425428,3.249097686425137,-0.0115753211526757,-0.0135713649190199,-0.0245236109931656,0.4303153774231162,0.4412909373195554,0.4098203923222434,1,1565,0.6415687164477397,0.3892942097683441,0.0117196430641481,3.612532917719421,-0.0007980007093738,0.0277016230552396,-0.0023336030621277,0.5218341694443789,0.3706770796585294,0.3907358947823978
w00,22147,22990,843,10,lunges,1,843,17.0,661.1476883667882,6.412639920762252,6.535079536951824,42.33779866810331,785.7321639120238,7.548881962697849,6.632493245824363,46.46783231970869,972.9063023308236,10.02571669669303,8.900274661757171,56.766464390755885,1124.193076581562,12.509589348461098,12.490906393105416,123.71436083389534,766.6441075298449,7.55289970727948,6.993832042438959,47.46979698277091,887.4774507044399,10.954787554754052,9.959241736292457,69.66002607823673,995.1713578492396,14.0389222795376,15.88442514360509,145.60984860037868,962.8834982115932,9.337407649379028,8.54059538672996,50.15887078860882,1389.6313621750935,12.170592527190657,11.289239338857806,71.67061134181469,1546.2408854067785,12.858858947059783,11.75678512265367,74.50925911117952,1620.4043627885237,13.826836656406206,12.368832498262057,82.23369265116047,1349.646885859151,11.93149424004484,11.054567263773512,73.74994765119067,1585.5093326593312,14.422213010164771,14.198165849788673,225.1937217166765,2139.785039895788,17.93361964789919,18.226649902733392,315.3728737162757,1409.8331067092067,12.406097713731732,11.32897078638364,72.32160166155285,1520.757643988254,14.677756382350225,15.446878556438785,221.36408933037865,1793.820659603403,17.356412737443826,17.613865194398414,193.8930901470295,12.11557217540327,12.63849892659047,315.3728737162757,1265.3991132101085,399.74722811456814,2139.785039895788,8.485541441925928,7.765158002573336,58.471612003669705,1,2899,9.962416195775312,1.7433759544628338,5.230760171539438,19.77306466482856,-9.506497158537428,-1.9351576895927909,1.079793652528182,2.0092909415060576,1.5263973930438877,0.7985482117102121,1,2927,10.08628141221296,1.8970226431685615,4.371994048402354,18.29009750880356,9.606153723436966,-2.188205150340075,0.8943954122988724,2.200334292885969,1.4056477936467473,0.8050320633334703,1,2899,0.5010692750841308,0.2374889186929753,0.0240031864645205,1.3777653931979492,-0.0094636663243877,-0.0083692088682304,-0.023105827141428,0.2691247898694867,0.1667366771276188,0.4544762359333772,1,2927,0.5387169214856233,0.2888856551501688,0.031905340644822,1.5869524660744645,-0.0012686418716535,0.0063560881848821,-0.0010594742279774,0.2589334428193763,0.2369548479401877,0.5004333958470243
